tipe,tanggal,hari,ruang,jam_mulai,jam_selesai,status,kode_mk,kelas,mata_kuliah,nama_dosen,keterangan,tipe_perubahan
template,,Kamis,F6.002,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.002,8:50,9:40,Terpakai,TI202,C,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( C )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Kamis,F6.002,9:40,10:30,Terpakai,TI202,C,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( C )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Kamis,F6.002,10:40,11:30,Terpakai,TI202,C,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( C )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Kamis,F6.002,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.002,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,F6.002,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,F6.002,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.002,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.002,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.002,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.002,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.002,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.003,7:00,7:50,Terpakai,TI401,D,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( D )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,7:50,8:40,Terpakai,TI401,D,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( D )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,8:50,9:40,Terpakai,TI401,D,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( D )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,9:40,10:30,Terpakai,TI401,B,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( B )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,10:40,11:30,Terpakai,TI401,B,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( B )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,12:10,13:10,Terpakai,TI401,B,Pengembangan Desain Web,"Ir. Asroni, S.T.,  M.Eng.","TI401 ( B )
Pengembangan Desain Web
Dosen: AS",normal
template,,Kamis,F6.003,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,F6.003,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,F6.003,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.003,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.003,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.003,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.003,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.003,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.004,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,F6.004,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.004,8:50,9:40,Terpakai,TI402,A,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( A )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,9:40,10:30,Terpakai,TI402,A,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( A )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,10:40,11:30,Terpakai,TI402,A,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( A )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.004,13:20,14:10,Terpakai,TI402,B,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( B )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,14:10,15:00,Terpakai,TI402,B,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( B )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,15:30,16:20,Terpakai,TI402,B,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( B )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,16:20,17:10,Terpakai,TI402,E,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( E )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,17:10,18:00,Terpakai,TI402,E,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( E )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,18:30,19:20,Terpakai,TI402,E,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( E )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Kamis,F6.004,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.004,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.101,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,F6.101,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.101,8:50,9:40,Kosong,,,,,,normal
template,,Kamis,F6.101,9:40,10:30,Kosong,,,,,,normal
template,,Kamis,F6.101,10:40,11:30,Kosong,,,,,,normal
template,,Kamis,F6.101,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.101,13:20,14:10,Terpakai,TI406,C,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( C )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Kamis,F6.101,14:10,15:00,Terpakai,TI406,C,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( C )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Kamis,F6.101,15:30,16:20,Terpakai,TI406,C,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( C )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Kamis,F6.101,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.101,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.101,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.101,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.101,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.102,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,F6.102,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.102,8:50,9:40,Kosong,,,,,,normal
template,,Kamis,F6.102,9:40,10:30,Kosong,,,,,,normal
template,,Kamis,F6.102,10:40,11:30,Kosong,,,,,,normal
template,,Kamis,F6.102,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.102,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,F6.102,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,F6.102,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.102,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.102,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.102,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.102,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.102,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.103,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,F6.103,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.103,8:50,9:40,Kosong,,,,,,normal
template,,Kamis,F6.103,9:40,10:30,Kosong,,,,,,normal
template,,Kamis,F6.103,10:40,11:30,Kosong,,,,,,normal
template,,Kamis,F6.103,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.103,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,F6.103,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,F6.103,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.103,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.103,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.103,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.103,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.103,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.202,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,F6.202,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,F6.202,8:50,9:40,Terpakai,,,TW,,TW,normal
template,,Kamis,F6.202,9:40,10:30,Terpakai,,,TW,,TW,normal
template,,Kamis,F6.202,10:40,11:30,Terpakai,TI208,A,Bahasa Inggris Menengah,,"TI208 ( A )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.202,12:10,13:10,Terpakai,TI208,A,Bahasa Inggris Menengah,,"TI208 ( A )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.202,13:20,14:10,Terpakai,TI208,B,Bahasa Inggris Menengah,,"TI208 ( B )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.202,14:10,15:00,Terpakai,TI208,B,Bahasa Inggris Menengah,,"TI208 ( B )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.202,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.202,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.202,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.202,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.202,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.202,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,F6.203,7:00,7:50,Terpakai,TI208,E,Bahasa Inggris Menengah,,"TI208 ( E )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.203,7:50,8:40,Terpakai,TI208,E,Bahasa Inggris Menengah,,"TI208 ( E )
Bahasa Inggris Menengah
Dosen: TIM",normal
template,,Kamis,F6.203,8:50,9:40,Kosong,,,,,,normal
template,,Kamis,F6.203,9:40,10:30,Kosong,,,,,,normal
template,,Kamis,F6.203,10:40,11:30,Kosong,,,,,,normal
template,,Kamis,F6.203,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,F6.203,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,F6.203,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,F6.203,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,F6.203,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,F6.203,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,F6.203,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,F6.203,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,F6.203,20:10,21:00,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,7:00,7:50,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,7:50,8:40,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,8:50,9:40,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,9:40,10:30,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,10:40,11:30,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,12:10,13:10,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,13:20,14:10,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,14:10,15:00,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,15:30,16:20,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,16:20,17:10,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,17:10,18:00,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,18:30,19:20,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,19:20,20:10,Kosong,,,,,,normal
template,,Kamis,RKBesar/F6.001,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F4.001,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F4.001,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F4.001,8:50,9:40,Kosong,,,,,,normal
template,,Jumat,F4.001,9:40,10:30,Kosong,,,,,,normal
template,,Jumat,F4.001,10:40,11:30,Kosong,,,,,,normal
template,,Jumat,F4.001,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F4.001,13:20,14:10,Kosong,,,,,,normal
template,,Jumat,F4.001,14:10,15:00,Kosong,,,,,,normal
template,,Jumat,F4.001,15:30,16:20,Kosong,,,,,,normal
template,,Jumat,F4.001,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F4.001,17:10,18:00,Kosong,,,,,,normal
template,,Jumat,F4.001,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F4.001,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F4.001,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F4.002,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F4.002,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F4.002,8:50,9:40,Kosong,,,,,,normal
template,,Jumat,F4.002,9:40,10:30,Kosong,,,,,,normal
template,,Jumat,F4.002,10:40,11:30,Kosong,,,,,,normal
template,,Jumat,F4.002,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F4.002,13:20,14:10,Terpakai,TIUX04,A,Desain Game,"Dr. Reza Giga Isnanda, S.T., M.Sc.","TIUX04 ( A )
Desain Game
Dosen: RG",normal
template,,Jumat,F4.002,14:10,15:00,Terpakai,TIUX04,A,Desain Game,"Dr. Reza Giga Isnanda, S.T., M.Sc.","TIUX04 ( A )
Desain Game
Dosen: RG",normal
template,,Jumat,F4.002,15:30,16:20,Terpakai,TIUX04,A,Desain Game,"Dr. Reza Giga Isnanda, S.T., M.Sc.","TIUX04 ( A )
Desain Game
Dosen: RG",normal
template,,Jumat,F4.002,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F4.002,17:10,18:00,Kosong,,,,,,normal
template,,Jumat,F4.002,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F4.002,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F4.002,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F4.003,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F4.003,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F4.003,8:50,9:40,Terpakai,TIPR04,A,Pengembangan Aplikasi Mobile Lanjut,"Haris Setyawan, S.T., M.Eng.","TIPR04 ( A )
Pengembangan Aplikasi Mobile Lanjut
Dosen: HS",normal
template,,Jumat,F4.003,9:40,10:30,Terpakai,TIPR04,A,Pengembangan Aplikasi Mobile Lanjut,"Haris Setyawan, S.T., M.Eng.","TIPR04 ( A )
Pengembangan Aplikasi Mobile Lanjut
Dosen: HS",normal
template,,Jumat,F4.003,10:40,11:30,Terpakai,TIPR04,A,Pengembangan Aplikasi Mobile Lanjut,"Haris Setyawan, S.T., M.Eng.","TIPR04 ( A )
Pengembangan Aplikasi Mobile Lanjut
Dosen: HS",normal
template,,Jumat,F4.003,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F4.003,13:20,14:10,Terpakai,TI202,D,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( D )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Jumat,F4.003,14:10,15:00,Terpakai,TI202,D,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( D )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Jumat,F4.003,15:30,16:20,Terpakai,TI202,D,Algoritma dan Struktur Data,"Haris Setyawan, S.T., M.Eng.","TI202 ( D )
Algoritma dan Struktur Data
Dosen: HS",normal
template,,Jumat,F4.003,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F4.003,17:10,18:00,Kosong,,,,,,normal
template,,Jumat,F4.003,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F4.003,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F4.003,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F6.002,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F6.002,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F6.002,8:50,9:40,Terpakai,TI402,D,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( D )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,9:40,10:30,Terpakai,TI402,D,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( D )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,10:40,11:30,Terpakai,TI402,D,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( D )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F6.002,13:20,14:10,Terpakai,TI402,C,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( C )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,14:10,15:00,Terpakai,TI402,C,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( C )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,15:30,16:20,Terpakai,TI402,C,Pengembangan Aplikasi Basis Data,"Aprilia Kurnianti, ST. M. Eng.","TI402 ( C )
Pengembangan Aplikasi Basis Data
Dosen: AK",normal
template,,Jumat,F6.002,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F6.002,17:10,18:00,Kosong,,,,,,normal
template,,Jumat,F6.002,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F6.002,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F6.002,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F6.003,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F6.003,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F6.003,8:50,9:40,Terpakai,,,AS,,AS,normal
template,,Jumat,F6.003,9:40,10:30,Terpakai,,,AS,,AS,normal
template,,Jumat,F6.003,10:40,11:30,Terpakai,,,AS,,AS,normal
template,,Jumat,F6.003,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F6.003,13:20,14:10,Kosong,,,,,,normal
template,,Jumat,F6.003,14:10,15:00,Kosong,,,,,,normal
template,,Jumat,F6.003,15:30,16:20,Terpakai,,,,,,normal
template,,Jumat,F6.003,16:20,17:10,Terpakai,,,,,,normal
template,,Jumat,F6.003,17:10,18:00,Terpakai,,,,,,normal
template,,Jumat,F6.003,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F6.003,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F6.003,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F6.004,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F6.004,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F6.004,8:50,9:40,Kosong,,,,,,normal
template,,Jumat,F6.004,9:40,10:30,Kosong,,,,,,normal
template,,Jumat,F6.004,10:40,11:30,Kosong,,,,,,normal
template,,Jumat,F6.004,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F6.004,13:20,14:10,Kosong,,,,,,normal
template,,Jumat,F6.004,14:10,15:00,Kosong,,,,,,normal
template,,Jumat,F6.004,15:30,16:20,Kosong,,,,,,normal
template,,Jumat,F6.004,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F6.004,17:10,18:00,Kosong,,,,,,normal
template,,Jumat,F6.004,18:30,19:20,Kosong,,,,,,normal
template,,Jumat,F6.004,19:20,20:10,Kosong,,,,,,normal
template,,Jumat,F6.004,20:10,21:00,Kosong,,,,,,normal
template,,Jumat,F6.101,7:00,7:50,Kosong,,,,,,normal
template,,Jumat,F6.101,7:50,8:40,Kosong,,,,,,normal
template,,Jumat,F6.101,8:50,9:40,Terpakai,TI406,B,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( B )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Jumat,F6.101,9:40,10:30,Terpakai,TI406,B,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( B )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Jumat,F6.101,10:40,11:30,Terpakai,TI406,B,Pengujian dan Penjaminan Mutu Perangkat Lunak,"Chayadi Oktomy N S, S.T., M.Eng. Ph.D","TI406 ( B )
Pengujian dan Penjaminan Mutu Perangkat Lunak
Dosen: CO",normal
template,,Jumat,F6.101,12:10,13:10,Kosong,,,,,,normal
template,,Jumat,F6.101,13:20,14:10,Kosong,,,,,,normal
template,,Jumat,F6.101,14:10,15:00,Kosong,,,,,,normal
template,,Jumat,F6.101,15:30,16:20,Kosong,,,,,,normal
template,,Jumat,F6.101,16:20,17:10,Kosong,,,,,,normal
template,,Jumat,F6.101,17:10,18:00,Kosong,,,,,,normal
